"age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
23,"average","mostly anything","rarely","never","graduated from college/university","asian, pacific islander, hispanic / latin",69,NA,"sales / marketing / biz dev",2012-06-28 20:00:00,"san francisco, california",NA,"gay",NA,"christianity and somewhat serious about it","m","leo and it's fun to think about","no","english (fluently)","single","hi and thank you for viewing my page. summarizing oneself is never an easy task, but i shall give it a go!    i just moved back to san franc"
37,"fit",NA,"rarely","never","graduated from two-year college","white",77,NA,"transportation",2012-06-29 21:41:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs","other","m","aries but it doesn't matter",NA,"english, spanish (poorly)","single","i'm a good guy, a little edgy, left a cushy job as a business leader in the marketing department of a large company to follow my passion and"
55,"fit",NA,"often","never","graduated from two-year college","white",65,NA,"medicine / health",2012-06-17 21:50:00,"pacifica, california",NA,"straight","likes dogs and likes cats",NA,"f","taurus","no","english","single","i love being out side and try to be whenever possible, walking and/or running and i weight train 4-5 times a week (i'm trying to cycle but t"
29,"fit","mostly anything","socially",NA,"graduated from college/university","white",64,NA,"sales / marketing / biz dev",2012-06-30 18:47:00,"san francisco, california",NA,"straight","likes dogs","atheism but not too serious about it","f","capricorn and it's fun to think about","no","english (fluently), spanish (okay), french (fluently)","single","i'm a canadian transplant who moved west to live near the ocean.    i'm adventurous, outgoing, athletic and fun. i value loyalty, intelligen"
43,"average","anything","not at all","never","graduated from masters program","asian",62,NA,"banking / financial / real estate",2012-04-18 22:30:00,"san francisco, california","doesn't have kids","straight",NA,"buddhism","f","sagittarius","no","english (fluently)","single","i'm a happy, optimistic and caring gal. my heart is focused on making this world a better place, helping one person at a time, yet i know th"
23,"thin",NA,"socially","never","working on college/university","asian, hispanic / latin",67,NA,"student",2012-06-06 08:47:00,"san francisco, california",NA,"straight","likes dogs and likes cats",NA,"m","leo and it's fun to think about","no","english (fluently), other (fluently)","single","i'm just looking for adventure where ever that may live. i ride a motorcycle around and i love playing basketball or football. i'm also usua"
22,"overweight","anything","not at all","never","graduated from college/university","white",75,NA,"computer / hardware / software",2012-06-30 08:38:00,"san francisco, california","doesn't have kids","straight","likes cats","christianity","m","libra but it doesn't matter","no","english","single","first of all, i'm one of the biggest optimists and lovers of life you'll come across. if you like people who are completely high on life, i'"
29,"curvy","mostly anything","socially","never","working on masters program","white",67,NA,"other",2012-06-24 01:08:00,"oakland, california",NA,"straight","likes dogs and likes cats","other","f","taurus and it's fun to think about","sometimes","english","single",NA
26,"curvy",NA,"socially","never","graduated from college/university","white",61,NA,"banking / financial / real estate",2011-07-25 13:36:00,"san francisco, california",NA,"straight",NA,"judaism and somewhat serious about it","f","pisces but it doesn't matter","sometimes","english (fluently), russian (fluently)","single","i recently moved to san francisco from nyc because of work relocation. i used to be an art student but now work as a team leader/project man"
22,NA,NA,"rarely","sometimes","working on college/university",NA,67,20000,NA,2012-06-28 05:57:00,"oakland, california",NA,"bisexual",NA,NA,"f","aries but it doesn't matter","no","english (fluently), sign language (poorly), french (poorly)","available","i'm fly like a zipper, and quite a hem-twitcher.    i love people, i am honest and outrageous. physical touch is very important to me. so ar"
25,NA,NA,NA,"often","graduated from space camp","other",72,1000000,"hospitality / travel",2012-06-12 12:32:00,"san francisco, california",NA,"bisexual","likes dogs and has cats",NA,"f",NA,NA,"english (fluently), french (fluently), c++ (fluently), spanish (fluently), japanese (fluently)","seeing someone","i am a breed between a bear and a dinosaur and i spend most of my days time traveling.  also, i am not sure why i was asked to create this p"
26,"athletic",NA,"socially","never","graduated from college/university","asian",69,NA,"banking / financial / real estate",2012-06-22 12:14:00,"millbrae, california",NA,"straight","likes dogs",NA,"m","scorpio","no","english (fluently), chinese (fluently), c++ (poorly), spanish (poorly)","single","simple, fun, and outgoing.....i enjoy humor and watching sf giants whoop the other teams butt! any challenges that comes my way will be acco"
21,"average",NA,"socially","never","working on college/university","white",62,NA,"entertainment / media",2012-01-27 23:49:00,"berkeley, california",NA,"straight",NA,"christianity but not too serious about it","f","scorpio but it doesn't matter","no","english (fluently), french (okay)","single","i'm a 21 year old attending uc berkeley for a degree in history (18th century france/napoleonic era specifically).    i'm super nerdy and lo"
21,"a little extra","anything","socially","never","working on college/university","white",66,20000,"other",2012-06-29 20:57:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","christianity but not too serious about it","f","taurus and it's fun to think about","no","english","single","just turned 21, looking for friends or maybe more!"
31,"curvy","mostly anything","socially","never","graduated from college/university","asian, pacific islander, other",62,NA,"entertainment / media",2012-06-17 20:35:00,"san francisco, california","wants kids","straight","has dogs","catholicism and somewhat serious about it","f","virgo and it's fun to think about","no","english (fluently), tagalog (poorly)","single","i'm new & haven't had any time to fill in all this information! whoa - didn't realize it could take so long to fill out! i think i answered "
27,"average",NA,"socially","sometimes","working on masters program","white",66,NA,"artistic / musical / writer",2012-04-14 02:32:00,"san francisco, california",NA,"straight","likes dogs and has cats","other but not too serious about it","f","scorpio and it's fun to think about","no","english","single","i like to watch baseball and basketball, look at art, and play board games. i like to swim and think a lot about learning how to scuba dive."
27,"athletic","strictly halal","rarely","never","working on college/university","middle eastern, indian",71,NA,"student",2012-04-19 23:37:00,"san francisco, california",NA,"straight",NA,"islam but not too serious about it","m","capricorn but it doesn't matter","sometimes","english (fluently), urdu (fluently), hindi (fluently)","single","i am here to just have fun and meet new friends."
33,"fit","mostly anything","socially","sometimes","graduated from college/university",NA,71,NA,"entertainment / media",2012-06-30 19:12:00,"emeryville, california","doesn't have kids, but might want them","straight","has dogs and likes cats","atheism and laughing about it","m","scorpio and it's fun to think about","sometimes","english","single","i was born in a desert, raised in a lion's den... and i'm a writer, artist, filmmaker and harmonica player... i'm rocking a pr/media editing"
38,"athletic",NA,"rarely","never","graduated from two-year college","white",68,80000,"construction / craftsmanship",2011-10-19 01:53:00,"benicia, california",NA,"straight","likes dogs and has cats","catholicism but not too serious about it","m","leo and it's fun to think about","sometimes","english","single","alright, here we go, for the second time! lol  i'm a very easy to know guy, keep it simple is a best way to sum it all up. i enjoy helping f"
59,"average","mostly anything","socially","never","graduated from two-year college","white",62,NA,"banking / financial / real estate",2012-06-20 09:23:00,"san rafael, california","doesn't have kids, and doesn't want any","straight","likes dogs and likes cats","other but not too serious about it","f","pisces and it's fun to think about","no","english (fluently), spanish (poorly)","single",NA
22,"fit","anything","socially",NA,"graduated from college/university",NA,67,NA,"science / tech / engineering",2012-06-02 11:21:00,"san francisco, california","doesn't have kids","straight",NA,NA,"f","scorpio",NA,"english (fluently), spanish (fluently)","single",NA
26,"athletic","mostly anything","socially","sometimes","graduated from college/university","white",70,70000,"science / tech / engineering",2012-07-01 01:38:00,"mountain view, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","agnosticism","m","pisces and it's fun to think about","no","english (fluently), spanish (poorly)","single","honestly, just a laid-back yet driven guy. i like to work-out, but my real passion is playing guitar. i listen to a lot of music from classi"
38,"average",NA,"rarely","sometimes","graduated from high school","hispanic / latin",70,30000,"executive / management",2011-10-10 11:54:00,"san francisco, california","has kids","straight","likes dogs and dislikes cats",NA,"m","libra and it's fun to think about","sometimes","english (fluently), spanish (fluently), french (poorly)","single","outgoing , just tryng to live life and enjoy it with someone who likes to the same and maybe share it with a lady with a kind heart."
28,"athletic","strictly anything","socially","never","graduated from college/university","white",73,NA,"sales / marketing / biz dev",2012-06-30 12:45:00,"san francisco, california",NA,"straight","has dogs",NA,"m","sagittarius but it doesn't matter","no","english (fluently), spanish (poorly)","single","hey there ~ i've been here for some time nowbut my brother just found the girl of his dreams on this site so i'll stay a little longer.    i"
22,"average","anything","socially","never","working on college/university","white",74,NA,NA,2012-06-21 13:21:00,"san francisco, california",NA,"straight","has dogs",NA,"m","leo","trying to quit","english","single","playin' music. laying in grass. walking uphill. rockclimbing."
42,"fit","mostly anything","rarely","never","graduated from college/university","white",75,80000,"medicine / health",2012-06-30 03:07:00,"walnut creek, california","doesn't want kids","straight","has dogs and likes cats","agnosticism but not too serious about it","m","virgo but it doesn't matter","no","english","single","i talked to my sister about this online thing and she says it's mostly b.s. and all the guys are dishonest, married, or have pictures that l"
55,"full figured","anything","socially","never","graduated from high school","hispanic / latin",64,70000,"clerical / administrative",2012-05-13 11:46:00,"castro valley, california",NA,"straight",NA,"other","f","gemini but it doesn't matter","no","english","single","i'm a single independent woman that works and loves life! very out going & positive personality! enjoy talking about current events, politic"
52,"curvy","other","rarely","never","graduated from masters program","other",67,NA,NA,2012-06-29 20:50:00,"san francisco, california","doesn't have kids","straight","has cats","other","f","aquarius and it's fun to think about","no","english (fluently), french (okay), spanish (poorly), hebrew (poorly), bengali (poorly)","single","i have an interesting life and am fortunate i still have opportunities that i can think about doing. am independent, and form strong bonds w"
26,"fit","vegetarian","socially","never","working on masters program","indian",69,NA,"student",2012-06-30 04:45:00,"berkeley, california",NA,"straight",NA,"agnosticism but not too serious about it","m",NA,"no","english (fluently), hindi (fluently), other (fluently)","single","it's hard for me to dislike people."
32,"average","strictly anything","socially","never","graduated from masters program","asian",64,NA,"computer / hardware / software",2012-06-10 17:34:00,"alameda, california",NA,"straight","has dogs and likes cats","agnosticism and laughing about it","f","virgo and it's fun to think about",NA,"english (fluently), chinese (okay), spanish (poorly), lisp (poorly)","single","i'll take the forest and the trees, please. though somehow i am a city girl at heart. and as i explore all of these things, i'd like a partn"
24,"athletic","anything","socially","never","graduated from college/university","white, other",67,NA,"sales / marketing / biz dev",2012-07-01 02:37:00,"berkeley, california",NA,"straight","likes dogs","atheism","m","pisces","no","english (fluently), spanish (poorly)","single","i have a strong personal drive to succeed but i have to try and remind myself to enjoy the journey of life. i like to meet people who are ou"
31,"average","mostly anything","socially",NA,"graduated from college/university","white",71,NA,"sales / marketing / biz dev",2012-06-30 19:08:00,"san francisco, california","doesn't have kids","straight","likes dogs","agnosticism and very serious about it","m","sagittarius",NA,"english (fluently), french (poorly)","single","once, i raised a puppy for the seeing eye. her name (which some generous donor paid $5k to give her) was dillie. i got dillie when she was e"
41,"average","strictly anything","socially","never","graduated from college/university","white",73,70000,"artistic / musical / writer",2012-06-30 21:31:00,"oakland, california","has a kid, and might want more","straight","likes dogs and likes cats","agnosticism but not too serious about it","m","gemini and it's fun to think about","no","english (fluently), french (poorly)","single","originally from sheffield england, ive been a bay area resident for almost 20 years, i love it here and still get a kick out of the beauty o"
22,"a little extra","anything","often","never","working on college/university","white",69,NA,"transportation",2012-03-22 19:20:00,"vallejo, california",NA,"straight","has dogs and likes cats",NA,"m",NA,"sometimes","english (fluently)","single","my name's robert, and i drive boats. no, seriously.    i'm a so-cal guy looking to explore more of the bay, meet new people and experience c"
23,"skinny","mostly anything","often","sometimes","graduated from college/university","white",72,NA,"artistic / musical / writer",2012-05-23 07:13:00,"oakland, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","agnosticism but not too serious about it","m","leo but it doesn't matter","when drinking","english (fluently)","seeing someone","i am a fairly active person. i like going out to shows, hiking/exploring some hills, making and finding new music. i like to keep active in "
39,"athletic","mostly anything","not at all","sometimes","graduated from college/university","white",70,NA,"other",2012-06-29 17:55:00,"berkeley, california","doesn't want kids","straight","has dogs and has cats","atheism and very serious about it","m","aries but it doesn't matter","no","english","available","the_immaculate deception....head in the clouds of creativity while still wearing the blue collar shoes my father gave me...progress without "
24,NA,"mostly anything","socially","sometimes","graduated from college/university","white",70,NA,"entertainment / media",2012-06-30 11:17:00,"san francisco, california",NA,"straight",NA,"agnosticism and laughing about it","m","scorpio","no","english (fluently), spanish (okay), sign language (poorly)","single","dancing, late nights, red wine, hilarious jokes, keen on exploring urbanity, went to space camp, likes life, from north carolina and marylan"
21,"a little extra",NA,"socially","never","working on two-year college","native american, white, other",65,NA,"student",2012-06-23 12:53:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and has cats","agnosticism and laughing about it","f","aries and it matters a lot","when drinking","english (fluently), german (poorly)","single","i'm not very good at summarizing myself. you have to be around me a lot to get to know me, and even that might take some time. so just talk "
26,"used up","strictly anything","socially","sometimes","graduated from college/university","white",73,30000,"clerical / administrative",2012-06-30 19:47:00,"oakland, california","doesn't have kids, but might want them","gay","has dogs and likes cats","atheism and laughing about it","m","leo and it's fun to think about","no","english (fluently), french (poorly)","single","i'm a good conversationalist and i enjoy discussing lots of topics. i like reading, video games, camping, concerts, festivals, and togethern"
21,"average","mostly anything","socially","sometimes",NA,"white",68,NA,NA,2011-07-11 16:19:00,"alameda, california",NA,"straight","has dogs and likes cats","other but not too serious about it","f","sagittarius and it's fun to think about","no","english","single","im katherine  my horses, macy and lola  my dogs  hiking  parties  my family  friends  and sushi!    i currently live in redding ca but i am "
38,"athletic","anything","socially",NA,NA,NA,69,NA,"artistic / musical / writer",2012-06-29 23:23:00,"san francisco, california","doesn't have kids","straight",NA,NA,"m","scorpio but it doesn't matter","sometimes","english, french (poorly)","single",NA
37,"average",NA,"socially","sometimes","working on masters program","white",70,NA,"student",2012-06-29 21:52:00,"oakland, california",NA,"straight",NA,"agnosticism and laughing about it","m","sagittarius but it doesn't matter","yes","english","single","i'm an east coaster originally from the nyc metro area out of jersey. i'm a grad student studying video game design and previously i was a s"
35,"fit",NA,"socially","never","graduated from college/university","white",70,NA,"science / tech / engineering",2012-06-30 19:22:00,"mountain view, california","doesn't have kids, but wants them","straight",NA,"judaism but not too serious about it","m","cancer but it doesn't matter","no","english (fluently), german (fluently)","single","i'm almost always in a good mood, always cheeky, sometimes chatty, pretty funny (as in ""haha"", not peculiar), quite sporty, just as comforta"
23,"average",NA,"socially",NA,"graduated from college/university","white",66,NA,NA,2012-06-04 19:01:00,"san francisco, california",NA,"straight","likes dogs","judaism and laughing about it","f","capricorn and it's fun to think about","no","english (fluently), russian (fluently), italian (poorly)","single","quirky introvert. love exhibits, shows, and events just as much as a night in. fan of all foreign accents, especially british. sometimes fak"
25,"thin",NA,"socially","never","graduated from college/university","white",75,NA,NA,2012-06-30 23:24:00,"belmont, california",NA,"straight",NA,"agnosticism but not too serious about it","m","gemini","no","english","single","a little bit about me: i love to be outside hiking, mountain biking, traveling, riding my motorcycle, and doing any other kind of adventurou"
26,NA,"mostly anything","socially","never","graduated from college/university","white",73,NA,"hospitality / travel",2012-06-30 08:54:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats","atheism and laughing about it","m","aquarius and it's fun to think about","sometimes","english, spanish (poorly)","single","hey sf!    i'm a mid-westerner who recently relocated to san francisco. i'm looking to meet really great people and take in all the great st"
33,"skinny","mostly anything","socially","never","graduated from masters program","white",65,NA,"other",2012-06-25 09:07:00,"san francisco, california",NA,"straight",NA,NA,"f","cancer","no","english (fluently), russian (fluently), ukrainian (okay)","single","i would like to describe myself as creative and passionate person with a great sense of humor, and wide variety of interests. i love good la"
27,"average","strictly anything","socially","sometimes","graduated from college/university","white",70,80000,"computer / hardware / software",2011-07-10 00:19:00,"san francisco, california",NA,"straight","has dogs","judaism but not too serious about it","m","scorpio but it doesn't matter","no","english","single",NA
59,"average",NA,"not at all","never",NA,"white",66,NA,"medicine / health",2012-06-29 17:24:00,"pleasant hill, california","has a kid","gay",NA,"other and very serious about it","f","libra and it's fun to think about","no","english, sign language (poorly)","single","this is what i believe. i have learned from the loves that i have lost how to appreciate, be grateful , admire, and compliment you as i list"
24,NA,"anything","rarely",NA,"graduated from space camp","white, other",75,20000,"student",2012-06-30 14:20:00,"berkeley, california",NA,"straight","likes dogs and has cats","other and laughing about it","m","gemini","sometimes","english, latin (poorly), spanish (poorly)","single","i am a person.    i do people things.    eating,  sleeping,  et cetera.    words to live by: ""don't panic :)"""
24,"fit","anything","rarely","never","graduated from college/university",NA,72,NA,"executive / management",2012-06-09 12:30:00,"san rafael, california","has a kid, and wants more","straight","has dogs","christianity","m","aquarius","no","english","single","well let's see i'm a father of a wonderful one year old boy. he lives with his mom 80% of the time. i am all about being outside, sports, mo"
26,"average",NA,"rarely",NA,"graduated from college/university","asian, black, pacific islander, hispanic / latin",65,NA,NA,2012-06-27 21:41:00,"san francisco, california","doesn't have kids","straight","likes dogs","other","f","virgo",NA,"english, japanese (okay), tagalog (poorly), spanish (poorly)","single","intp.    someone once told me that i'm the female anthony bourdain. grandest backhanded compliment ever.    i'm easily adaptive, passionatel"
25,"athletic","mostly anything","socially",NA,"graduated from college/university","white",78,NA,NA,2012-06-30 09:07:00,"san francisco, california",NA,"bisexual",NA,NA,"m","sagittarius but it doesn't matter","no","english","single"," hither came cui bono; dark-haired, keen-eyed, sword in hand, a thief, a reaver, a slayer, with gigantic melancholies and gigantic mirth, to"
34,"athletic","strictly anything","socially","never","graduated from college/university","white",68,NA,"other",2012-06-26 20:31:00,"san anselmo, california","doesn't have kids, but wants them","straight","likes dogs and likes cats",NA,"m","sagittarius and it's fun to think about","no","english (fluently), spanish (poorly)","single","i was born and raised in marin county california, which probably is one of the reasons that i am such a fan of the outdoors. i currently liv"
35,"athletic","mostly anything","often","never","graduated from college/university","white",68,100000,"sales / marketing / biz dev",2011-07-29 20:38:00,"redwood city, california","has kids","straight",NA,"other but not too serious about it","m","cancer but it doesn't matter","no","english (fluently), spanish (okay)","single","i want to make you laugh. ask you questions. find out what makes you tick...i *love* salsa & merengue dancing, even though after more than a"
32,"fit",NA,"socially",NA,"graduated from masters program","white",72,80000,NA,2012-06-12 06:29:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","atheism","m",NA,"no","english, spanish, french","single","i live to do interesting things and meet interesting people and do interesting things with them. this frequently involves partying like a wa"
25,"curvy","mostly vegetarian","socially",NA,"graduated from college/university","hispanic / latin, white",67,NA,"science / tech / engineering",2012-06-29 21:55:00,"oakland, california",NA,"straight",NA,NA,"f","libra but it doesn't matter","when drinking","english (fluently), spanish (poorly)","single",NA
31,"used up",NA,"very often","often","dropped out of med school","other",65,20000,"artistic / musical / writer",2011-10-16 22:51:00,"san francisco, california","has kids","bisexual","has dogs and dislikes cats","christianity and very serious about it","m","virgo",NA,"english, c++ (fluently)","single","recently divorced and looking for love. my heart's on the mend but i'm ready for adventure with that special someone (or someones)."
25,"average","mostly anything","often","never","graduated from college/university","white",73,NA,"computer / hardware / software",2012-06-12 22:20:00,"san francisco, california",NA,"straight",NA,"agnosticism and very serious about it","m",NA,"no","english","single","so, this part's about me.    fresh from the other coast and excited to explore somewhere new. i'm an affable geek who sees humanity in techn"
27,"thin","mostly anything","often","sometimes","dropped out of college/university","white",67,30000,"other",2012-06-30 19:32:00,"san francisco, california",NA,"gay","likes dogs and likes cats",NA,"m","taurus and it's fun to think about","no","english (fluently), french (poorly)","single","i was once given the following advice: "" you'll regret the things you  didn't do  in life, more than the things you  did ."" this made a lot "
50,"fit","mostly anything","socially","never","graduated from college/university","white",74,NA,"artistic / musical / writer",2012-06-29 21:59:00,"san francisco, california","has kids","straight","likes dogs",NA,"m",NA,"no","english","single",NA
28,"average",NA,"socially","never","graduated from college/university","hispanic / latin",67,NA,"computer / hardware / software",2012-06-28 08:26:00,"san francisco, california",NA,"straight","likes dogs and likes cats","catholicism but not too serious about it","m","aries and it's fun to think about","no","english (fluently), spanish (fluently), c++ (fluently), french (poorly), german (poorly)","single","this awesome dude (according to friends and family) loves indie rock, nutella ice cream, playing guitar badly and cooking awesome pasta and "
44,"athletic",NA,"socially","never","graduated from law school","other",69,150000,"hospitality / travel",2012-04-22 11:58:00,"oakland, california","doesn't want kids","straight","likes dogs and likes cats","other but not too serious about it","m","virgo and it's fun to think about","no","english, spanish","single","i like to live my life doing the things i enjoy the most, read a good book in a quiet afternoon, go out for food, music, travel, play sports"
29,"thin","mostly anything","rarely",NA,"graduated from college/university","white",73,30000,"education / academia",2012-06-30 11:37:00,"oakland, california","doesn't have kids, and doesn't want any","straight","likes dogs and likes cats","other and laughing about it","m","virgo but it doesn't matter","yes","english (fluently), german (poorly), ancient greek (poorly), latin (poorly)","single","i've got good news. that gum you like is going to come back in style.    originally from the appalachian mountains in north carolina, i'm th"
23,"thin",NA,"often","never","working on college/university",NA,65,NA,"education / academia",2012-06-27 13:09:00,"san rafael, california",NA,"straight",NA,"catholicism","f",NA,NA,"english (fluently), spanish (fluently), french (okay)","single",NA
28,"fit","mostly anything","socially","never","graduated from masters program","white",70,NA,"science / tech / engineering",2012-06-30 23:49:00,"san francisco, california",NA,"straight",NA,NA,"m","cancer","no","english (fluently), italian (fluently)","single","i was born in sf. grew up in italy. i work for a tech company in sf. i love to travel, cook and enjoy life. i am an avid soccer fan. i love "
25,"athletic","strictly other","socially","never","working on masters program","asian, pacific islander",68,NA,"student",2012-06-30 14:35:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","agnosticism but not too serious about it","m","cancer but it doesn't matter","no","english (fluently), chinese (fluently), japanese (poorly)","single","currently in dubai!!    1) university of arizona alum  2) fitness / mma enthusiast  3) loving son  4) world travler  5) current mba student "
27,"fit","mostly anything","socially",NA,"working on law school","white",74,NA,"student",2012-06-04 12:39:00,"stanford, california",NA,"straight",NA,NA,"m",NA,NA,"english","single","i'm from the la area. i love exercise (basketball, running, swimming, surfing, snowboarding, etc.). i don't have a tv so i mostly resort to "
67,"fit",NA,"rarely","never","graduated from college/university","native american, white",71,NA,"artistic / musical / writer",2012-06-21 09:00:00,"richmond, california",NA,"bisexual","dislikes dogs and likes cats","other","f","scorpio but it doesn't matter","no","english (fluently), german (poorly)","single","hi. i'm torrey. i look and feel a lot younger than my age. i love classical music, sing in a church choir, am part of a liberal religious tr"
32,"thin","anything","socially","never","graduated from college/university","white",74,NA,"hospitality / travel",2012-02-15 23:42:00,"san francisco, california","doesn't have kids","straight",NA,"agnosticism and laughing about it","m","virgo but it doesn't matter","trying to quit","english","single","i recently moved here from texas because let's face it, i lived in texas!! i looove it here! i'm close to my brother & my amazing 1 yr old n"
51,NA,NA,"socially","never","graduated from college/university","white",67,NA,"other",2011-09-17 20:59:00,"oakland, california","has a kid","straight","likes dogs and has cats","agnosticism","f","gemini and it's fun to think about","no","english","single","let me plunge in...im looking for a sweetie who can appreciate the positive energy i create with friends, families and other people passing "
25,"fit",NA,"socially",NA,"graduated from college/university","white",69,NA,"construction / craftsmanship",2012-06-26 07:38:00,"san francisco, california",NA,"straight","likes dogs and likes cats",NA,"m","cancer","no","english, french (fluently), romanian (fluently)","single",NA
35,"curvy",NA,"very often","sometimes","graduated from masters program","white",63,NA,"education / academia",2012-06-26 21:19:00,"san francisco, california",NA,"gay","likes dogs and likes cats","atheism and laughing about it","f","scorpio and it's fun to think about","no","english (fluently)","single","first off, if you can make me laugh you're way ahead of the game because i think laughter is insanely sexy.    i rock a mean red nail polish"
24,"average",NA,"socially","sometimes","graduated from college/university",NA,66,NA,NA,2012-06-11 08:44:00,"san francisco, california",NA,"gay","likes dogs and likes cats","atheism and somewhat serious about it","f","capricorn but it doesn't matter","no","english (fluently)","available",NA
28,"fit","mostly anything","socially","never","graduated from college/university","asian",71,NA,"hospitality / travel",2012-06-23 18:22:00,"san francisco, california",NA,"straight","likes dogs",NA,"m","scorpio but it doesn't matter","no","english","single",NA
33,"average","mostly vegetarian","often","sometimes","working on college/university","white",76,NA,"construction / craftsmanship",2012-07-01 03:47:00,"oakland, california",NA,"straight","has dogs and likes cats","other and laughing about it","m",NA,"no","english (fluently), portuguese (poorly)","available","strangely intrigued is the new jaded."
25,"average","strictly vegan","rarely","never","graduated from college/university","hispanic / latin, white",68,20000,"unemployed",2012-04-30 21:32:00,"hayward, california",NA,"straight","likes dogs and has cats","agnosticism and somewhat serious about it","m","gemini but it doesn't matter","no","english (fluently)","available","before i say anything else, i feel like it's important to save you some time by letting you know that i don't have my junk together right no"
23,"fit","mostly anything","socially","never","working on college/university","white",68,NA,"student",2012-06-30 16:57:00,"novato, california","doesn't have kids, but wants them","straight","has dogs and likes cats",NA,"f","virgo and it's fun to think about","no","english (fluently), spanish (okay)","single","i was born in nashville, grew up mostly in mill valley, and i've been living in novato for the last 5 years. i am intelligent, driven, carin"
21,"average",NA,"socially","never",NA,NA,68,NA,NA,2012-06-30 12:36:00,"vallejo, california",NA,"straight",NA,"christianity","f","libra but it doesn't matter","no","english","single","i am currently 21 i'm.a very fun person to be around i love my job family and god love my life would not change it for a thing :)"
43,"athletic","mostly anything","socially","never","graduated from masters program","white",66,50000,"education / academia",2012-05-28 10:47:00,"san rafael, california","doesn't have kids","straight","likes dogs",NA,"f","pisces and it's fun to think about","no","english","single","i am a teacher and am passionate about the outdoors, being a good friend to others and taking excellent care of myself, both physically and "
43,NA,NA,"not at all","never",NA,"hispanic / latin",66,NA,"other",2012-06-08 00:29:00,"san francisco, california",NA,"straight","has dogs","other and very serious about it","f","scorpio and it matters a lot","no","english, spanish (poorly)","single","im passionate about living my life. i love the outdoors, have a general fear of technology, and love my space but enjoy sharing a meal. i am"
23,"used up","mostly anything","desperately","never","graduated from ph.d program","white",67,250000,"unemployed",2012-06-25 19:34:00,"san francisco, california","doesn't have kids, and doesn't want any","straight","has dogs and has cats","catholicism and very serious about it","f","leo and it matters a lot","yes","english","single","everything i want i have. money, notoriety and rivieras - i even think i found god- in the flash bulbs of your pretty cameras."
20,"average","mostly anything","socially","sometimes",NA,"white",64,NA,NA,2012-06-28 23:12:00,"san lorenzo, california",NA,"gay",NA,"christianity and somewhat serious about it","f","cancer and it's fun to think about","no","english","single","my name is tiffany, im 20 years old. i love playing softball, hanging with friends, making people laugh, and meeting new people. im the type"
22,"overweight","strictly anything","socially","never","working on two-year college","black, native american",71,NA,"student",2012-07-01 02:32:00,"oakland, california","doesn't have kids, but wants them","straight",NA,"other and very serious about it","m",NA,"sometimes","english (fluently)","single","i like hanging out with friends and meeting new people in fun social settings (bars and comic book stores most of the time). i'm a full-time"
25,"fit","strictly anything","socially",NA,"graduated from college/university","white, other",72,NA,"computer / hardware / software",2012-06-18 21:51:00,"san francisco, california",NA,"straight","has dogs and likes cats","judaism and laughing about it","m","libra","when drinking","english (fluently), japanese (poorly), spanish (poorly)","single","i am like don quixote with a heavy handed pour of art and a dash of scotch.    ok, i know that was kinda cheesy but i love adventures, art, "
28,"average","anything","often",NA,"graduated from college/university","white",65,NA,"sales / marketing / biz dev",2012-07-01 00:22:00,"san francisco, california",NA,"straight",NA,"catholicism and laughing about it","f","pisces but it doesn't matter","no","english","single","i grew up at the jersey shore. i went to college in maryland, studied abroad in italy, i was an americorps in socal for a year, just left je"
47,"fit",NA,"not at all",NA,"graduated from college/university","hispanic / latin",65,NA,"other",2012-06-12 09:50:00,"alameda, california",NA,"straight","likes dogs and likes cats","other","f","gemini and it's fun to think about","no","english (fluently), spanish (fluently), portuguese (okay)","single","i'm in a place where meeting new people and having new experiences appeals to me, change is necessary and i'm stepping out of my comfort zon"
41,"average",NA,"socially",NA,"graduated from masters program","white",70,150000,"executive / management",2012-06-30 17:17:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats","judaism but not too serious about it","m","leo but it doesn't matter","no","english (fluently), french (fluently)","single","i'm here because i'm tired of going to another doo-da event and stumbling into my apartment late(r) at night. somehow i'm better when i can "
42,"fit","strictly anything","socially","never","graduated from college/university","white",68,70000,"education / academia",2012-06-06 19:32:00,"oakland, california","doesn't have kids","straight","has dogs","other and laughing about it","f","pisces","no","english, spanish","single","i have a hybrid life. a little solar powered and a little fuel injected. i grew up in a small town in northern california and can feel comfo"
26,"average","strictly anything","socially","never","law school","other",71,NA,"law / legal services",2012-06-30 18:09:00,"san francisco, california","doesn't have kids","straight",NA,"agnosticism","m","aries","no","english","single"," think of me as still sitting at the kid's table, but with a cocktail.  you know, a child at heart, but with grown-up appetites.    instead "
